Sex,DVRT,Prestige_score,Leaving_Certificate,Educational_level,Type_school
female,84,18,not_taken,Junior_cycle_terminal_leaver-vocational_school,vocational
female,89,18,not_taken,Junior_cycle_incomplete-vocational_school,vocational
female,111,58,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,102,18,not_taken,Junior_cycle_terminal_leaver-vocational_school,vocational
female,99,37,not_taken,Junior_cycle_terminal_leaver-vocational_school,vocational
female,104,37,not_taken,Junior_cycle_incomplete-secondary_school,secondary
female,70,31,not_taken,Junior_cycle_terminal_leaver-vocational_school,vocational
female,70,35,not_taken,Junior_cycle_terminal_leaver-vocational_school,vocational
female,90,18,not_taken,Junior_cycle_incomplete-vocational_school,vocational
female,104,18,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,102,37,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,86,37,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,73,35,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,81,37,not_taken,Junior_cycle_terminal_leaver-secondary_school,secondary
female,93,57,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,111,37,not_taken,Senior_cycle_incomplete-secondary_school,secondary
female,104,18,not_taken,Junior_cycle_incomplete-secondary_school,secondary
female,105,28,not_taken,Junior_cycle_terminal_leaver-secondary_school,secondary
female,73,37,not_taken,Junior_cycle_terminal_leaver-secondary_school,secondary
female,85,28,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,107,61,taken,3rd_level_complete,secondary
female,112,62,taken,3rd_level_complete,secondary
male,127,40,taken,3rd_level_complete,secondary
male,114,66,not_taken,Junior_cycle_terminal_leaver-secondary_school,secondary
male,114,71,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
male,109,18,not_taken,Junior_cycle_incomplete-vocational_school,vocational
male,93,51,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,114,40,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,100,31,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,92,18,not_taken,Junior_cycle_incomplete-secondary_school,secondary
female,110,61,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,93,37,not_taken,Junior_cycle_terminal_leaver-vocational_school,vocational
female,96,43,not_taken,Junior_cycle_incomplete-vocational_school,vocational
male,120,75,not_taken,,secondary
male,114,75,taken,3rd_level_complete,secondary
male,127,40,taken,3rd_level_complete,secondary
male,106,75,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
male,110,53,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
male,92,38,not_taken,Senior_cycle_incomplete-vocational_school,vocational
male,125,71,taken,3rd_level_complete,secondary
male,108,71,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,112,18,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,93,69,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,114,75,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,104,18,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,92,75,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,104,43,not_taken,Junior_cycle_terminal_leaver-secondary_school,secondary
female,109,71,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,109,40,taken,3rd_level_complete,secondary
female,104,18,not_taken,Junior_cycle_terminal_leaver-secondary_school,secondary
male,123,36,not_taken,Senior_cycle_incomplete-vocational_school,vocational
male,125,31,taken,3rd_level_complete,secondary
male,127,37,taken,3rd_level_complete,secondary
male,129,43,taken,3rd_level_complete,secondary
male,119,69,taken,3rd_level_incomplete,secondary
male,125,71,not_taken,Junior_cycle_terminal_leaver-vocational_school,vocational
male,121,37,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
male,124,36,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
male,125,18,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
male,129,18,not_taken,Junior_cycle_terminal_leaver-secondary_school,secondary
male,122,62,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
male,121,37,taken,3rd_level_incomplete,secondary
male,129,,taken,3rd_level_incomplete,secondary
male,122,40,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
male,126,51,not_taken,Junior_cycle_terminal_leaver-vocational_school,vocational
male,122,35,taken,3rd_level_complete,secondary
male,123,65,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
male,119,71,taken,3rd_level_complete,secondary
female,120,40,taken,3rd_level_complete,secondary
female,127,35,not_taken,Junior_cycle_incomplete-vocational_school,vocational
female,127,62,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,120,61,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,127,58,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,123,37,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,120,37,taken,3rd_level_complete,secondary
female,123,37,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
female,122,18,not_taken,Junior_cycle_terminal_leaver-vocational_school,vocational
female,119,37,taken,3rd_level_complete,secondary
male,130,,not_taken,Senior_cycle_incomplete-vocational_school,vocational
male,134,62,taken,3rd_level_incomplete,secondary
male,136,61,taken,3rd_level_complete,secondary
male,135,61,taken,3rd_level_complete,secondary
male,140,71,taken,3rd_level_complete,secondary
male,131,30,taken,Senior_cycle_terminal_leaver-secondary_school,secondary
male,137,62,taken,3rd_level_complete,secondary
male,136,18,taken,3rd_level_complete,secondary
male,132,37,taken,3rd_level_complete,secondary
female,135,62,taken,3rd_level_complete,secondary
female,134,,taken,3rd_level_complete,secondary
